0.39	0.
0.392	0.
0.394	0.
0.396	0.
0.398	0.
0.4	0.
0.402	0.
0.404	0.
0.406	0.
0.40800000000000003	0.
0.41000000000000003	0.
0.41200000000000003	0.
0.41400000000000003	0.
0.41600000000000004	0.
0.418	0.
0.42	0.
0.422	0.
0.424	0.
0.426	0.
0.428	0.
0.43	0.
0.432	0.
0.434	0.
0.436	0.
0.438	0.
0.44	0.
0.442	0.
0.444	0.
0.446	0.
0.448	0.
0.45	0.
0.452	0.
0.454	0.
0.456	0.
0.458	0.
0.46	0.
0.462	0.
0.464	0.
0.466	0.
0.468	0.
0.47000000000000003	0.
0.47200000000000003	0.
0.47400000000000003	0.
0.47600000000000003	0.
0.47800000000000004	0.
0.48	0.
0.482	0.
0.484	0.
0.486	0.
0.488	0.
0.49	0.
0.492	0.
0.494	0.
0.496	0.
0.498	0.
0.5	0.
0.502	0.
0.504	0.
0.506	0.
0.508	0.
0.51	0.
0.512	0.
0.514	0.
0.516	0.
0.518	0.
0.52	0.
0.522	0.
0.524	0.
0.526	0.
0.528	0.
0.53	0.
0.532	0.
0.534	0.
0.536	0.
0.538	0.
0.54	0.
0.542	0.
0.544	0.
0.546	0.
0.548	0.
0.55	0.
0.552	0.
0.554	0.
0.556	0.
0.558	0.
0.56	0.
0.562	0.
0.5640000000000001	0.
0.5660000000000001	0.
0.5680000000000001	0.
0.5700000000000001	0.
0.5720000000000001	0.
0.5740000000000001	0.
0.5760000000000001	0.
0.578	0.
0.58	0.
0.582	0.
0.584	0.
0.586	0.
0.588	0.
0.59	0.
0.592	0.
0.594	0.
0.596	0.
0.598	0.
0.6	0.
0.602	0.
0.604	0.
0.606	0.
0.608	0.
0.61	0.
0.612	0.
0.614	0.
0.616	0.
0.618	0.
0.62	0.
0.622	0.
0.624	0.
0.626	0.
0.628	0.
0.63	0.
0.632	0.
0.634	0.
0.636	0.
0.638	0.
0.64	0.
0.642	0.
0.644	0.
0.646	0.
0.648	0.
0.65	0.
0.652	0.
0.654	0.
0.656	0.
0.658	0.
0.66	0.
0.662	0.
0.664	0.
0.666	0.
0.668	0.
0.67	0.
0.672	0.
0.674	0.
0.676	0.
0.678	0.
0.68	0.
0.682	0.
0.684	0.
0.686	0.
0.6880000000000001	0.
0.6900000000000001	0.
0.6920000000000001	0.
0.6940000000000001	0.
0.6960000000000001	0.
0.6980000000000001	0.
0.7000000000000001	0.
0.7020000000000001	0.
0.704	0.
0.706	0.
0.708	0.
0.71	0.
0.712	0.
0.714	0.
0.716	0.
0.718	0.
0.72	0.
0.722	0.
0.724	0.
0.726	0.
0.728	0.
0.73	0.
0.732	0.
0.734	0.
0.736	0.
0.738	0.
0.74	0.
0.742	0.
0.744	0.
0.746	0.
0.748	0.
0.75	0.
0.752	0.
0.754	0.
0.756	0.
0.758	0.
0.76	0.
0.762	0.
0.764	0.
0.766	0.
0.768	0.
0.77	0.
0.772	0.
0.774	0.
0.776	0.
0.778	0.
0.78	0.
0.782	0.
0.784	0.
0.786	0.
0.788	0.
0.79	0.
0.792	0.
0.794	0.
0.796	0.
0.798	0.
0.8	0.
0.802	0.
0.804	0.
0.806	0.
0.808	0.
0.81	0.
0.812	0.
0.8140000000000001	0.
0.8160000000000001	0.
0.8180000000000001	0.
0.8200000000000001	0.
0.8220000000000001	0.
0.8240000000000001	0.
0.8260000000000001	0.
0.8280000000000001	0.
0.8300000000000001	0.
0.8320000000000001	0.
0.834	0.
0.836	0.
0.838	0.
0.84	0.
0.842	0.
0.844	0.
0.846	0.
0.848	0.
0.85	0.
0.852	0.
0.854	0.
0.856	0.
0.858	0.
0.86	0.
0.862	0.
0.864	0.
0.866	0.
0.868	0.
0.87	0.
0.872	0.
0.874	0.
0.876	0.
0.878	0.
0.88	0.
0.882	0.
0.884	0.
0.886	0.
0.888	0.
0.89	0.
0.892	0.
0.894	0.
0.896	0.
0.898	0.
0.9	0.
0.902	0.
0.904	0.
0.906	0.
0.908	0.
0.91	0.
0.912	0.
0.914	0.
0.916	0.
0.918	0.
0.92	0.
0.922	0.
0.924	0.
0.926	0.
0.928	0.
0.93	0.
0.932	0.
0.934	0.
0.936	0.
0.9380000000000001	0.
0.9400000000000001	0.
0.9420000000000001	0.
0.9440000000000001	0.
0.9460000000000001	0.
0.9480000000000001	0.
0.9500000000000001	0.
0.9520000000000001	0.
0.9540000000000001	0.
0.9560000000000001	0.
0.9580000000000001	0.
0.96	0.
0.962	0.
0.964	0.
0.966	0.
0.968	0.
0.97	0.
0.972	0.
0.974	0.
0.976	0.
0.978	0.
0.98	0.
0.982	0.
0.984	0.
0.986	0.
0.988	0.
0.99	0.
0.992	0.
0.994	0.
0.996	0.
0.998	0.
1.	0.
1.002	0.
1.004	0.
1.006	0.
1.008	0.
1.01	0.
1.012	0.
1.014	0.
1.016	0.
1.018	0.
1.02	0.
1.022	0.
1.024	0.
1.026	0.
1.028	0.
1.03	0.
1.032	0.
1.034	0.
1.036	0.
1.038	0.
1.04	0.
1.042	0.
1.044	0.
1.046	0.
1.048	0.
1.05	0.
1.052	0.
1.054	0.
1.056	0.
1.058	0.
1.06	0.
1.062	0.
1.064	0.
1.066	0.
1.068	0.
1.07	0.
1.072	0.
1.074	0.
1.076	0.
1.078	0.
1.08	0.
1.082	0.
1.084	0.
1.086	0.
1.088	0.
1.09	0.
1.092	0.
1.094	0.
1.096	0.
1.098	0.
1.1	0.
1.102	0.
1.104	0.
1.106	0.
1.108	0.
1.11	0.
1.112	0.
1.114	0.
1.116	0.
1.118	0.
1.12	0.
1.122	0.
1.124	0.
1.1260000000000001	0.
1.1280000000000001	0.
1.1300000000000001	0.
1.1320000000000001	0.
1.1340000000000001	0.
1.1360000000000001	0.
1.1380000000000001	0.
1.1400000000000001	0.
1.1420000000000001	0.
1.1440000000000001	0.
1.1460000000000001	0.
1.1480000000000001	0.
1.1500000000000001	0.
1.1520000000000001	0.
1.154	0.
1.156	0.
1.158	0.
1.16	0.
1.162	0.
1.164	0.
1.166	0.
1.168	0.
1.17	0.
1.172	0.
1.174	0.
1.176	0.
1.178	0.
1.18	0.
1.182	0.
1.184	0.
1.186	0.
1.188	0.
1.19	0.
1.192	0.
1.194	0.
1.196	0.
1.198	0.
1.2	0.
1.202	0.
1.204	0.
1.206	0.
1.208	0.
1.21	0.
1.212	0.
1.214	0.
1.216	0.
1.218	0.
1.22	0.
1.222	0.
1.224	0.
1.226	0.
1.228	0.
1.23	0.
1.232	0.
1.234	0.
1.236	0.
1.238	0.
1.24	0.
1.242	0.
1.244	0.
1.246	0.
1.248	0.
1.25	0.
1.252	0.
1.254	0.
1.256	0.
1.258	0.
1.26	0.
1.262	0.
1.264	0.
1.266	0.
1.268	0.
1.27	0.
1.272	0.
1.274	0.
1.276	0.
1.278	0.
1.28	0.
1.282	0.
1.284	0.
1.286	0.
1.288	0.
1.29	0.
1.292	0.
1.294	0.
1.296	0.
1.298	0.
1.3	0.
1.302	0.
1.304	0.
1.306	0.
1.308	0.
1.31	0.
1.312	0.
1.314	0.
1.316	0.
1.318	0.
1.32	0.
1.322	0.
1.324	0.
1.326	0.
1.328	0.
1.33	0.
1.332	0.
1.334	0.
1.336	0.
1.338	0.
1.34	0.
1.342	0.
1.344	0.
1.346	0.
1.348	0.
1.35	0.
1.352	0.
1.354	0.
1.356	0.
1.358	0.
1.36	0.
1.362	0.
1.364	0.
1.366	0.
1.368	0.
1.37	0.
1.372	0.
1.374	0.
1.3760000000000001	0.
1.3780000000000001	0.
1.3800000000000001	0.
1.3820000000000001	0.
1.3840000000000001	0.
1.3860000000000001	0.
1.3880000000000001	0.
1.3900000000000001	0.
1.3920000000000001	0.
1.3940000000000001	0.
1.3960000000000001	0.
1.3980000000000001	0.
1.4000000000000001	0.
1.4020000000000001	0.
1.4040000000000001	0.
1.4060000000000001	0.
1.408	0.
1.41	0.
1.412	0.
1.414	0.
1.416	0.
1.418	0.
1.42	0.
1.422	0.
1.424	0.
1.426	0.
1.428	0.
1.43	0.
1.432	0.
1.434	0.
1.436	0.
1.438	0.
1.44	0.
1.442	0.
1.444	0.
1.446	0.
1.448	0.
1.45	0.
1.452	0.
1.454	0.
1.456	0.
1.458	0.
1.46	0.
1.462	0.
1.464	0.
1.466	0.
1.468	0.
1.47	0.
1.472	0.
1.474	0.
1.476	0.
1.478	0.
1.48	0.
1.482	0.
1.484	0.
1.486	0.
1.488	0.
1.49	0.
1.492	0.
1.494	0.
1.496	0.
1.498	0.
1.5	0.
1.502	0.
1.504	0.
1.506	0.
1.508	0.
1.51	0.
1.512	0.
1.514	0.
1.516	0.
1.518	0.
1.52	0.
1.522	0.
1.524	0.
1.526	0.
1.528	0.
1.53	0.
1.532	0.
1.534	0.
1.536	0.
1.538	0.
1.54	0.
1.542	0.
1.544	0.
1.546	0.
1.548	0.
1.55	0.
1.552	0.
1.554	0.
1.556	0.
1.558	0.
1.56	0.
1.562	0.
1.564	0.
1.566	0.
1.568	0.
1.57	0.
1.572	0.
1.574	0.
1.576	0.
1.578	0.
1.58	0.
1.582	0.
1.584	0.
1.586	0.
1.588	0.
1.59	0.
1.592	0.
1.594	0.
1.596	0.
1.598	0.
1.6	0.
1.602	0.
1.604	0.
1.606	0.
1.608	0.
1.61	0.
1.612	0.
1.614	0.
1.616	0.
1.618	0.
1.62	0.
1.622	0.
1.624	0.
1.6260000000000001	0.
1.6280000000000001	0.
1.6300000000000001	0.
1.6320000000000001	0.
1.6340000000000001	0.
1.6360000000000001	0.
1.6380000000000001	0.
1.6400000000000001	0.
1.6420000000000001	0.
1.6440000000000001	0.
1.6460000000000001	0.
1.6480000000000001	0.
1.6500000000000001	0.
1.6520000000000001	0.
1.6540000000000001	0.
1.6560000000000001	0.
1.6580000000000001	0.
1.6600000000000001	0.
1.6620000000000001	0.
1.6640000000000001	0.
1.666	0.
1.668	0.
1.67	0.
1.672	0.
1.674	0.
1.676	0.
1.678	0.
1.68	0.
1.682	0.
1.684	0.
1.686	0.
1.688	0.
1.69	0.
1.692	0.
1.694	0.
1.696	0.
1.698	0.
1.7	0.
1.702	0.
1.704	0.
1.706	0.
1.708	0.
1.71	0.
1.712	0.
1.714	0.
1.716	0.
1.718	0.
1.72	0.
1.722	0.
1.724	0.
1.726	0.
1.728	0.
1.73	0.
1.732	0.
1.734	0.
1.736	0.
1.738	0.
1.74	0.
1.742	0.
1.744	0.
1.746	0.
1.748	0.
1.75	0.
1.752	0.
1.754	0.
1.756	0.
1.758	0.
1.76	0.
1.762	0.
1.764	0.
1.766	0.
1.768	0.
1.77	0.
1.772	0.
1.774	0.
1.776	0.
1.778	0.
1.78	0.
1.782	0.
1.784	0.
1.786	0.
1.788	0.
1.79	0.
1.792	0.
1.794	0.
1.796	0.
1.798	0.
1.8	0.
1.802	0.
1.804	0.
1.806	0.
1.808	0.
1.81	0.
1.812	0.
1.814	0.
1.816	0.
1.818	0.
1.82	0.
1.822	0.
1.824	0.
1.826	0.
1.828	0.
1.83	0.
1.832	0.
1.834	0.
1.836	0.
1.838	0.
1.84	0.
1.842	0.
1.844	0.
1.846	0.
1.848	0.
1.85	0.
1.852	0.
1.854	0.
1.856	0.
1.858	0.
1.86	0.
1.862	0.
1.864	0.
1.866	0.
1.868	0.
1.87	0.
1.872	0.
1.874	0.
1.8760000000000001	0.
1.8780000000000001	0.
1.8800000000000001	0.
1.8820000000000001	0.
1.8840000000000001	0.
1.8860000000000001	0.
1.8880000000000001	0.
1.8900000000000001	0.
1.8920000000000001	0.
1.8940000000000001	0.
1.8960000000000001	0.
1.8980000000000001	0.
1.9000000000000001	0.
1.9020000000000001	0.
1.9040000000000001	0.
1.9060000000000001	0.
1.9080000000000001	0.
1.9100000000000001	0.
1.9120000000000001	0.
1.9140000000000001	0.
1.9160000000000001	0.
1.9180000000000001	0.
1.92	0.
1.922	0.
1.924	0.
1.926	0.
1.928	0.
1.93	0.
1.932	0.
1.934	0.
1.936	0.
1.938	0.
1.94	0.
1.942	0.
1.944	0.
1.946	0.
1.948	0.
1.95	0.
1.952	0.
1.954	0.
1.956	0.
1.958	0.
1.96	0.
1.962	0.
1.964	0.
1.966	0.
1.968	0.
1.97	0.
1.972	0.
1.974	0.
1.976	0.
1.978	0.
1.98	0.
1.982	0.
1.984	0.
1.986	0.
1.988	0.
1.99	0.
1.992	0.
1.994	0.
1.996	0.
1.998	0.
2.	0.
